Date,Open,High,Low,Close,Volume
2022-08-25,166.563,167.905,166.139,167.798,51899671
2022-08-24,165.034,165.903,164.064,165.33,54557889
2022-08-23,164.887,166.496,164.461,165.034,54867510
2022-08-22,167.462,167.63,164.942,165.369,69945216
2022-08-19,170.759,171.459,169.06,169.27,71282258
2022-08-18,171.469,172.603,170.848,171.864,63118849
2022-08-17,170.501,173.837,170.302,172.259,80600350
2022-08-16,170.511,171.43,169.408,170.759,57127151
2022-08-15,169.27,171.114,169.095,170.916,54811388
2022-08-12,167.591,169.91,167.175,169.84,68944651
2022-08-11,167.827,168.744,165.98,166.279,57909533
2022-08-10,165.479,167.118,164.71,167.018,71104164
2022-08-09,161.865,163.642,161.107,162.755,63975526
2022-08-08,164.186,165.609,162.044,162.705,61165463
2022-08-05,161.068,163.672,160.86,163.179,57451343
2022-08-04,163.597,164.767,162.046,163.406,56290313
2022-08-03,158.508,164.175,158.42,163.722,83721389
2022-08-02,157.779,160.055,157.316,157.69,60788414
2022-08-01,158.677,161.217,158.557,159.168,68827326
2022-07-29,158.901,161.257,157.188,160.155,103284411
2022-07-28,154.704,155.354,152.171,155.069,82576025
2022-07-27,150.367,155.05,149.954,154.518,79777404
2022-07-26,150.059,150.867,148.615,149.403,55949925
2022-07-25,151.776,152.792,150.074,150.733,54412893
2022-07-22,153.137,154.014,151.185,151.855,67656377
2022-07-21,152.26,153.313,149.736,153.098,66044230
2022-07-20,148.907,151.491,148.188,150.822,65777135
2022-07-19,145.776,149.036,144.78,148.81,84203255
2022-07-18,148.556,149.373,144.572,144.938,82618782
2022-07-15,147.607,148.675,146.05,147.994,77381914
2022-07-14,141.992,146.79,141.173,146.316,79290399
2022-07-13,140.917,144.328,140.059,143.38,72232886
2022-07-12,143.648,146.296,142.949,143.744,78730292
2022-07-11,143.559,144.512,141.694,142.77,64236497
2022-07-08,143.157,145.41,142.9,144.909,65497465
2022-07-07,141.212,144.425,141.202,144.229,67228474
2022-07-06,139.305,142.032,139.036,140.847,75153933
2022-07-05,135.773,139.557,134.944,139.507,74509983
2022-07-01,134.067,137.024,133.694,136.915,72096906
2022-06-30,135.26,136.364,131.835,134.738,100420493
2022-06-29,135.467,138.629,134.688,137.211,67217010
2022-06-28,140.069,141.344,135.334,135.447,68305712
2022-06-27,140.627,141.412,138.921,139.606,71240850
2022-06-24,137.87,139.853,137.744,139.606,90427979
2022-06-23,134.837,136.581,133.665,136.265,73499458
2022-06-22,132.836,135.763,131.968,133.386,74489276
2022-06-21,131.484,135.072,131.388,133.901,82192217
2022-06-17,128.18,131.151,127.928,129.653,136499435
2022-06-16,130.165,130.471,127.169,128.175,109549904
2022-06-15,132.342,135.348,130.244,133.465,92879661
2022-06-14,131.2,131.95,129.575,130.834,86031725
2022-06-13,130.943,133.239,129.535,129.968,124005085
2022-06-10,138.247,138.717,135.072,135.141,92913822
2022-06-09,144.948,145.806,140.463,140.572,70495105
2022-06-08,146.426,147.697,145.32,145.816,54743949
2022-06-07,142.252,146.84,142.012,146.556,68805785
2022-06-06,144.899,146.415,142.8,144.02,72651779
2022-06-03,144.77,145.826,142.363,143.271,89873389
2022-06-02,145.688,149.076,144.73,149.016,73412484
2022-06-01,147.727,149.54,145.539,146.556,75379586
2022-05-31,146.907,148.476,144.71,146.682,105244385
2022-05-27,143.281,147.509,143.153,147.471,92317035
2022-05-26,135.398,142.248,135.151,141.694,91934534
2022-05-25,136.423,139.73,136.334,138.482,93843358
2022-05-24,138.762,139.913,135.339,138.327,105664811
2022-05-23,135.792,141.182,135.654,141.033,119458326
2022-05-20,137.073,138.659,130.686,135.595,139448023
2022-05-19,137.85,139.606,134.62,135.358,138097963
2022-05-18,144.72,145.223,137.87,138.777,111357495
2022-05-17,146.702,147.597,144.552,147.075,79488785
2022-05-16,143.44,145.38,142.091,143.43,87918538
2022-05-13,142.492,145.958,141.033,144.978,115667956
2022-05-12,140.702,144.08,136.787,140.493,185288595
2022-05-11,151.275,153.197,143.697,144.378,144789166
2022-05-10,153.265,154.468,150.713,152.27,117064082
2022-05-09,152.679,153.57,149.295,149.855,133513776
2022-05-06,153.749,157.129,151.945,155.0,117833144
2022-05-05,161.237,161.464,152.476,154.27,132640242
2022-05-04,157.129,163.829,156.723,163.376,110010637
2022-05-03,155.63,158.143,153.828,156.941,90408095
2022-05-02,154.21,155.709,150.832,155.443,125049192
2022-04-29,159.257,163.554,154.743,155.138,133882343
2022-04-28,156.713,161.887,156.4,161.032,132326761
2022-04-27,153.422,157.247,152.901,154.071,89490123
2022-04-26,159.66,159.75,154.22,154.299,97172672
2022-04-25,158.547,160.567,155.936,160.282,97602664
2022-04-22,163.809,165.188,158.921,159.207,86257816
2022-04-21,166.215,168.795,163.268,163.77,88641163
2022-04-20,166.065,166.185,163.455,164.558,69030514
2022-04-19,162.39,165.139,161.296,164.728,68821196
2022-04-18,161.306,163.938,160.962,162.439,70142371
2022-04-14,167.9,168.541,162.41,162.656,76549975
2022-04-13,164.718,168.314,164.117,167.683,71763198
2022-04-12,165.337,167.161,163.988,164.983,80549554
2022-04-11,166.015,166.334,162.864,163.109,73417356
2022-04-08,169.042,169.042,166.502,167.376,77816299
2022-04-07,168.432,170.6,167.142,169.398,78851955
2022-04-06,169.613,170.866,167.416,169.092,90501847
2022-04-05,174.669,175.457,171.635,172.267,74591152
2022-04-04,171.782,175.646,171.654,175.596,77786296
2022-04-01,171.25,172.088,169.202,171.527,80027375
2022-03-31,175.006,175.193,171.615,171.822,104719045
2022-03-30,175.705,176.748,173.88,174.936,94134135
2022-03-29,173.87,176.157,173.528,176.107,102219341
2022-03-28,169.428,172.927,169.262,172.799,91836258
2022-03-25,171.103,172.481,170.001,171.931,81851286
2022-03-24,168.334,171.359,167.496,171.29,91591863
2022-03-23,165.307,169.891,164.973,167.496,99651633
2022-03-22,162.874,166.716,162.284,166.125,82853111
2022-03-21,160.904,163.702,160.42,162.746,97363832
2022-03-18,157.947,161.857,157.218,161.366,125513014
2022-03-17,156.083,158.429,155.118,158.055,76840610
2022-03-16,154.547,157.453,151.995,157.049,103957778
2022-03-15,148.496,153.088,147.984,152.614,94470650
2022-03-14,149.036,151.659,147.707,148.218,110493952
2022-03-11,156.4,156.743,152.035,152.26,98541358
2022-03-10,157.64,157.828,153.491,155.993,107048943
2022-03-09,158.901,160.804,156.873,160.35,92936795
2022-03-08,156.291,160.282,153.313,154.93,133273342
2022-03-07,160.755,162.39,156.508,156.763,97981169
2022-03-04,161.867,162.914,159.512,160.567,85177763
2022-03-03,165.78,166.215,162.914,163.582,77920901
2022-03-02,161.771,164.688,160.35,163.908,81016570
2022-03-01,162.065,163.948,159.386,160.596,84827003
2022-02-28,160.46,162.785,159.838,162.489,96596879
2022-02-25,161.227,162.489,158.311,162.224,93464526
2022-02-24,150.152,160.252,149.578,160.145,143434625
2022-02-23,162.904,163.504,157.208,157.523,91467712
2022-02-22,162.351,164.038,159.562,161.701,92639914
2022-02-18,167.113,167.821,163.544,164.628,84113882
2022-02-17,168.304,169.172,165.78,166.185,70716935
2022-02-16,169.112,170.58,167.337,169.801,62168686
2022-02-15,168.245,170.196,167.535,170.041,65327983
2022-02-14,164.698,166.875,163.908,166.185,87582037
2022-02-11,169.583,170.322,165.357,165.947,100269498
2022-02-10,171.359,172.68,168.815,169.38,92338245
2022-02-09,173.24,173.832,172.108,173.468,72440105
2022-02-08,168.992,172.55,168.699,172.039,76041713
2022-02-07,170.11,171.171,168.225,168.923,78502944
2022-02-04,168.942,171.32,167.959,169.642,83801628
2022-02-03,171.478,173.21,169.162,169.931,90982728
2022-02-02,171.732,172.857,170.352,172.818,86400101
2022-02-01,171.023,171.832,169.351,171.605,87722497
2022-01-31,167.23,171.989,166.589,171.772,117563358
2022-01-28,162.864,167.416,159.996,167.396,183084207
2022-01-27,159.65,161.022,155.562,156.488,124088622
2022-01-26,160.685,161.564,155.108,156.951,110169929
2022-01-25,156.251,159.956,154.319,157.039,117824628
2022-01-24,157.277,159.503,152.035,158.831,165553758
2022-01-21,161.594,163.475,159.503,159.611,124998489
2022-01-20,164.117,166.756,161.356,161.681,93020208
2022-01-19,167.073,168.135,163.089,163.376,96474080
2022-01-18,168.561,169.573,166.492,166.875,92764016
2022-01-14,168.393,170.799,168.145,170.101,81848347
2022-01-13,172.76,173.587,168.835,169.232,85984457
2022-01-12,173.093,174.128,171.812,172.511,76114127
2022-01-11,169.361,172.167,167.88,172.068,77470594
2022-01-10,166.165,169.534,165.277,169.232,108633756
2022-01-07,169.921,171.142,168.086,169.212,88226399
2022-01-06,169.661,172.287,168.689,169.042,98599598
2022-01-05,176.525,177.075,171.635,171.912,96191839
2022-01-04,179.49,179.793,176.04,176.613,101048190
2022-01-03,174.768,179.736,174.65,178.878,106533302
2021-12-31,175.026,176.147,174.207,174.514,65183234
2021-12-30,176.385,177.468,175.026,175.133,60818933
2021-12-29,176.246,177.527,175.076,176.295,63439924
2021-12-28,177.065,178.208,175.457,176.206,80529221
2021-12-27,174.039,177.322,174.019,177.234,76230539
2021-12-23,172.828,173.803,172.257,173.25,69552683
2021-12-22,170.071,172.838,169.192,172.62,93747502
2021-12-21,168.611,170.224,166.205,170.021,92781493
2021-12-20,165.386,167.644,164.578,166.825,109380153
2021-12-17,167.003,170.491,166.766,168.195,199351746
2021-12-16,176.196,178.02,167.811,169.302,152813823
2021-12-15,172.098,176.415,169.351,176.216,133356626
2021-12-14,172.237,174.679,169.252,171.329,141819285
2021-12-13,177.992,178.997,172.511,172.72,155918389
2021-12-10,172.187,176.545,171.682,176.365,117422069
2021-12-09,171.902,173.714,170.934,171.557,110829706
2021-12-08,169.172,172.937,167.762,172.068,119046168
2021-12-07,166.165,168.631,165.446,168.235,122512227
2021-12-06,161.464,164.993,161.454,162.479,109377984
2021-12-03,161.197,162.124,156.98,159.051,120088306
2021-12-02,156.003,161.375,155.088,160.942,139131861
2021-12-01,164.598,167.366,161.701,161.937,155090128
2021-11-30,157.238,162.676,157.178,162.459,177093581
2021-11-29,156.634,158.41,156.063,157.493,90301149
2021-11-26,156.823,157.69,153.67,154.111,78306407
2021-11-24,157.986,159.346,156.901,159.149,70679110
2021-11-23,158.341,159.011,156.331,158.627,97722458
2021-11-22,158.891,162.854,158.231,158.251,119523363
2021-11-19,154.94,158.251,153.838,157.789,119358232
2021-11-18,151.058,155.945,150.427,155.158,140239406
2021-11-17,148.397,152.329,148.397,150.852,90360961
2021-11-16,147.363,148.887,146.77,148.407,60293085
2021-11-15,147.787,149.275,146.86,147.421,60259094
2021-11-12,145.874,147.815,144.938,147.412,64920462
2021-11-11,146.396,146.86,145.135,145.32,41717374
2021-11-10,147.441,147.547,145.3,145.37,66327747
2021-11-09,147.617,148.829,147.481,148.218,57781615
2021-11-08,148.81,148.967,147.577,147.854,55983633
2021-11-05,149.285,149.588,147.481,148.684,66609382
2021-11-04,148.761,149.598,147.835,148.149,61541098
2021-11-03,147.587,149.146,147.026,148.675,55546336
2021-11-02,145.884,148.751,145.874,147.225,70434142
2021-11-01,146.209,146.907,145.038,146.179,76004181
2021-10-29,144.464,147.145,143.687,147.006,127325178
2021-10-28,147.026,150.318,146.927,149.736,101977685
2021-10-27,146.575,146.937,145.717,146.07,57159789
2021-10-26,146.546,148.033,146.228,146.536,62049345
2021-10-25,145.904,146.585,144.869,145.864,51683393
2021-10-22,146.897,147.383,145.864,145.914,60001238
2021-10-21,146.03,146.85,145.106,146.692,62586956
2021-10-20,145.924,146.967,145.35,146.476,59527762
2021-10-19,144.259,146.386,143.824,145.982,77828808
2021-10-18,140.78,144.11,140.493,143.824,87213931
2021-10-15,141.093,142.199,140.837,142.15,69230059
2021-10-14,139.457,141.202,138.867,141.083,71234160
2021-10-13,138.599,138.757,136.611,138.277,80257888
2021-10-12,140.562,140.582,138.406,138.867,74422312
2021-10-11,139.615,142.121,139.164,140.147,65675727
2021-10-08,141.352,141.499,139.903,140.237,59888856
2021-10-07,140.393,141.527,140.059,140.622,62904538
2021-10-06,136.877,139.497,135.792,139.349,84800920
2021-10-05,136.895,139.587,136.767,138.472,82396063
2021-10-04,139.115,139.557,135.694,136.551,100188473
2021-10-01,139.25,140.257,136.522,139.991,96436142
2021-09-30,140.985,141.694,138.639,138.857,90747243
2021-09-29,139.813,141.763,139.378,140.167,76018228
2021-09-28,140.582,142.062,139.046,139.26,111040982
2021-09-27,142.77,143.242,141.143,142.671,75558346
2021-09-24,142.949,144.72,142.86,144.189,54493049
2021-09-23,143.92,144.338,142.929,144.1,66069006
2021-09-22,141.763,143.706,141.025,143.133,77854740
2021-09-21,141.252,141.912,140.118,140.76,77273532
2021-09-20,141.123,142.15,138.629,140.276,125822885
2021-09-17,146.04,146.04,143.044,143.34,132334149
2021-09-16,145.668,146.189,144.474,146.01,69325654
2021-09-15,145.786,146.653,143.648,146.247,84862260
2021-09-14,147.547,148.258,144.179,145.35,111371086
2021-09-13,147.825,148.605,145.973,146.76,104348289
2021-09-10,152.102,152.574,145.924,146.189,143567838
2021-09-09,152.584,153.197,151.076,151.195,58393575
2021-09-08,154.051,154.111,151.096,152.211,75832940
2021-09-07,152.073,154.329,151.511,153.769,83840164
2021-09-03,150.901,151.737,150.251,151.422,58964549
2021-09-02,150.999,151.825,149.568,150.792,72522375
2021-09-01,149.994,152.082,149.511,149.676,81838322
2021-08-31,149.825,149.964,148.476,149.007,88094273
2021-08-30,146.218,150.633,145.836,150.278,92683371
2021-08-27,144.73,145.973,144.1,145.826,56861695
2021-08-26,145.598,146.336,144.76,144.78,49519725
2021-08-25,147.016,147.518,145.038,145.588,60111140
2021-08-24,146.663,148.053,146.366,146.83,49529132
2021-08-23,145.539,147.393,145.125,146.917,61273303
2021-08-20,144.69,145.726,144.05,145.42,61699054
2021-08-19,142.335,145.233,141.812,143.97,88611094
2021-08-18,147.006,147.914,143.43,143.638,87964732
2021-08-17,147.431,148.858,146.306,147.393,93980548
2021-08-16,145.766,148.377,143.744,148.307,105524658
2021-08-13,146.189,146.663,145.499,146.316,60502136
2021-08-12,143.47,146.267,143.124,146.11,75179675
2021-08-11,143.33,143.99,142.83,143.143,49414023
2021-08-10,143.716,144.948,142.602,142.9,70333359
2021-08-09,143.48,143.97,142.82,143.37,49837132
2021-08-06,143.628,144.368,142.92,143.42,55154312
2021-08-05,144.03,144.859,143.232,144.11,47349283
2021-08-04,144.308,144.81,143.34,144.0,57524377
2021-08-03,142.89,145.058,142.267,144.396,66115383
2021-08-02,143.42,144.0,142.335,142.602,64169620
2021-07-30,141.479,143.39,141.212,142.929,71885353
2021-07-29,141.783,143.609,141.675,142.72,57862373
2021-07-28,141.932,144.02,139.675,142.072,121370453
2021-07-27,146.129,146.209,142.632,143.824,106968392
2021-07-26,145.281,146.82,144.73,145.992,73919702
2021-07-23,144.581,145.726,143.97,145.569,72912793
2021-07-22,143.004,145.203,142.89,143.854,78924350
2021-07-21,142.612,143.192,141.724,142.482,76531564
2021-07-20,140.582,144.15,140.088,143.212,98326160
2021-07-19,140.857,141.173,138.817,139.587,123925177
2021-07-16,145.469,146.751,142.949,143.45,95163999
2021-07-15,146.238,146.986,144.14,145.489,109011165
2021-07-14,145.116,146.566,144.71,146.149,129656578
2021-07-13,141.163,144.493,140.75,142.72,102895047
2021-07-12,143.271,143.38,141.103,141.595,77864615
2021-07-09,139.883,142.73,139.783,142.199,101939546
2021-07-08,138.727,141.163,137.831,140.364,107740796
2021-07-07,140.652,141.982,139.793,141.665,107063310
2021-07-06,137.26,140.276,137.26,139.164,110400585
2021-07-02,135.131,137.191,134.983,137.151,80564735
2021-07-01,133.862,134.57,133.033,134.512,53562258
2021-06-30,133.435,134.649,133.143,134.214,64558875
2021-06-29,132.087,133.754,131.643,133.595,65880117
2021-06-28,130.736,132.52,130.676,132.067,63385196
2021-06-25,130.786,131.2,130.146,130.441,72235510
2021-06-24,131.742,131.93,130.264,130.736,70120251
2021-06-23,131.082,131.613,130.559,131.013,61449184
2021-06-22,129.475,131.378,128.972,131.289,76317419
2021-06-21,127.681,129.75,126.619,129.643,81297199
2021-06-18,128.075,128.865,127.621,127.829,111187926
2021-06-17,127.199,129.888,127.051,129.139,98705417
2021-06-16,127.741,128.253,125.879,127.533,93698140
2021-06-15,127.337,127.967,126.794,127.041,64033250
2021-06-14,125.248,127.908,124.519,127.849,98894027
2021-06-11,123.995,124.871,123.573,124.785,54620109
2021-06-10,124.469,125.612,123.414,123.583,72646445
2021-06-09,124.646,125.179,123.985,124.577,58044495
2021-06-08,124.065,125.879,123.68,124.192,75929785
2021-06-07,123.641,123.789,122.33,123.374,72514930
2021-06-04,121.572,123.632,121.354,123.364,76711056
2021-06-03,122.173,122.34,120.655,121.06,77792620
2021-06-02,121.789,122.725,121.552,122.547,60494663
2021-06-01,122.566,122.835,121.443,121.779,69024346
2021-05-28,123.05,123.275,122.045,122.104,72773689
2021-05-27,123.907,125.069,122.566,122.765,96566359
2021-05-26,124.409,124.824,123.887,124.301,57736284
2021-05-25,125.248,125.741,123.789,124.351,73486386
2021-05-24,123.484,125.366,123.414,124.549,64386972
2021-05-21,125.248,125.425,122.695,122.912,80921773
2021-05-20,122.715,125.149,122.586,124.745,78433451
2021-05-19,120.684,122.408,120.388,122.183,94511448
2021-05-18,124.025,124.439,122.271,122.34,64642082
2021-05-17,124.271,124.38,122.655,123.739,75767370
2021-05-14,123.719,125.317,123.325,124.881,83598077
2021-05-13,122.074,123.623,121.759,122.457,108032540
2021-05-12,120.922,122.133,119.786,120.3,114472919
2021-05-11,121.02,123.739,120.3,123.384,128729998
2021-05-10,126.813,126.941,124.261,124.301,89877558
2021-05-07,128.215,128.619,126.872,127.591,80593003
2021-05-06,125.099,126.931,124.36,126.921,79866164
2021-05-05,126.39,127.611,125.179,125.307,85869355
2021-05-04,128.331,128.629,123.956,125.06,140624607
2021-05-03,129.169,131.152,128.962,129.662,76806351
2021-04-30,128.914,130.656,128.205,128.599,112282655
2021-04-29,133.505,134.097,129.575,130.579,154461932
2021-04-28,131.378,132.077,130.185,130.676,110157034
2021-04-27,132.067,132.461,131.191,131.455,67484212
2021-04-26,131.891,132.116,130.656,131.782,68393257
2021-04-23,129.289,132.176,129.289,131.388,80508588
2021-04-22,130.146,131.229,128.549,129.07,86447491
2021-04-21,129.485,130.834,128.44,130.599,70378522
2021-04-20,132.077,132.58,128.944,130.214,96921285
2021-04-19,130.608,132.52,130.441,131.9,96360960
2021-04-16,131.368,131.732,130.382,131.239,86811337
2021-04-15,130.904,132.057,130.736,131.563,91334474
2021-04-14,131.997,132.057,128.785,129.159,89162903
2021-04-13,129.565,131.722,129.06,131.494,93296611
2021-04-12,129.643,129.958,127.781,128.381,93453462
2021-04-09,126.981,130.146,126.657,130.106,109059765
2021-04-08,126.142,127.552,125.721,127.525,90820787
2021-04-07,123.098,125.129,122.418,125.109,85323289
2021-04-06,123.759,124.36,122.921,123.474,81954525
2021-04-05,121.177,123.424,120.388,123.167,90623066
2021-04-01,120.97,121.473,119.816,120.319,76759362
2021-03-31,118.998,120.833,118.507,119.491,120955734
2021-03-30,117.502,117.786,116.28,117.304,87577543
2021-03-29,118.998,119.906,118.102,118.742,82616886
2021-03-26,117.737,118.832,116.34,118.566,96163686
2021-03-25,116.949,119.007,116.419,117.964,101043312
2021-03-24,120.143,120.222,117.452,117.482,90499693
2021-03-23,120.645,121.532,119.481,119.866,97590644
2021-03-22,117.717,121.177,117.65,120.704,114401580
2021-03-19,117.304,118.782,117.078,117.383,189676752
2021-03-18,120.202,120.497,117.707,117.905,124171640
2021-03-17,121.344,123.128,119.678,122.045,114422385
2021-03-16,122.971,124.449,121.995,122.844,117790983
2021-03-15,118.762,121.294,117.806,121.285,94650072
2021-03-12,117.786,118.527,116.574,118.388,90064795
2021-03-11,119.866,120.525,118.616,119.307,105318162
2021-03-10,119.037,119.511,116.861,117.383,114433313
2021-03-09,116.449,119.404,116.21,118.448,132406858
2021-03-08,118.29,118.358,113.676,113.825,157810450
2021-03-05,118.338,119.287,115.01,118.772,157186874
2021-03-04,119.097,120.912,116.041,117.522,182117725
2021-03-03,122.094,122.981,119.187,119.404,115479081
2021-03-02,125.612,125.919,122.291,122.399,104535563
2021-03-01,121.06,125.139,120.114,125.001,118894961
2021-02-26,119.916,122.133,118.556,118.616,168220756
2021-02-25,121.966,123.709,117.915,118.348,151495984
2021-02-24,122.222,122.835,119.571,122.625,113509796
2021-02-23,121.07,123.966,115.816,123.128,161793531
2021-02-22,125.218,126.901,122.873,123.265,106227860
2021-02-19,127.416,127.859,125.997,127.051,89618875
2021-02-18,126.39,127.169,124.626,126.891,99011159
2021-02-17,128.391,129.349,126.657,127.987,100266987
2021-02-16,132.54,133.053,129.898,130.293,82368597
2021-02-12,131.417,132.58,130.796,132.421,61482954
2021-02-11,132.946,133.426,130.854,132.186,65709828
2021-02-10,133.515,134.018,131.464,132.441,74671357
2021-02-09,133.655,134.876,132.896,133.053,78481923
2021-02-08,133.073,133.988,131.978,133.938,72883098
2021-02-05,134.364,134.432,132.906,133.792,77377508
2021-02-04,133.143,134.214,131.455,134.204,86184163
2021-02-03,132.608,132.618,130.51,130.824,92017483
2021-02-02,132.58,133.153,131.474,131.851,85285606
2021-02-01,130.647,132.235,127.879,131.023,108765233
2021-01-29,132.677,133.575,127.199,128.894,181743702
2021-01-28,136.275,138.688,133.535,133.92,146011353
2021-01-27,140.108,140.946,137.151,138.757,144191735
2021-01-26,140.276,140.946,138.078,139.843,100729382
2021-01-25,139.753,141.714,133.376,139.606,161358276
2021-01-22,133.123,136.601,131.881,135.831,117180154
2021-01-21,130.696,136.423,130.49,133.704,123394633
2021-01-20,125.671,129.415,125.562,128.962,106799252
2021-01-19,124.805,125.721,124.005,124.852,92914708
2021-01-15,125.789,127.209,124.055,124.182,114251322
2021-01-14,127.751,127.947,125.77,125.919,92366402
2021-01-13,125.77,128.391,125.502,127.839,90743803
2021-01-12,125.512,126.687,123.927,125.809,94136901
2021-01-11,126.192,127.159,125.512,125.987,103012724
2021-01-08,129.359,129.555,127.219,128.982,107657946
2021-01-07,125.376,128.569,124.881,127.869,112182922
2021-01-06,124.745,127.997,123.454,123.67,158774542
2021-01-05,125.899,128.677,125.443,127.957,99986474
2021-01-04,130.422,130.51,123.828,126.41,146708294
2020-12-31,130.963,131.603,128.657,129.613,101472671
2020-12-30,132.392,132.836,130.303,130.618,98744873
2020-12-29,134.846,135.567,131.22,131.732,123924722
2020-12-28,130.874,134.164,130.412,133.525,127445380
2020-12-24,128.263,130.363,128.046,128.904,56235798
2020-12-23,129.089,129.359,127.731,127.908,90320845
2020-12-22,128.549,131.279,126.648,128.815,173377462
2020-12-21,122.114,125.327,120.575,125.248,124133804
2020-12-18,125.968,126.104,123.197,123.729,197118370
2020-12-17,125.909,126.579,125.06,125.711,96602824
2020-12-16,124.449,125.386,123.632,124.834,100543092
2020-12-15,121.443,124.921,121.236,124.901,161317889
2020-12-14,119.746,120.487,118.713,118.949,80955691
2020-12-11,119.59,119.906,117.757,119.571,89006419
